Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.9099999999999999,0.48626265074223596
100% Corpus,9,0.31,symmetric,0.4590465492787846
100% Corpus,9,0.61,0.01,0.5030884362597354
100% Corpus,9,0.61,0.31,0.47902758708280335
100% Corpus,9,0.61,0.61,0.49046215660474857
100% Corpus,9,0.61,0.9099999999999999,0.5001595497163192
100% Corpus,9,0.61,symmetric,0.48337888670080453
100% Corpus,9,0.9099999999999999,0.01,0.5121679847177762
100% Corpus,9,0.9099999999999999,0.31,0.4883208546479556
100% Corpus,9,0.9099999999999999,0.61,0.49108406403702026
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.5135279046908101
100% Corpus,9,0.9099999999999999,symmetric,0.5038711356829143
100% Corpus,9,symmetric,0.01,0.452409854113442
100% Corpus,9,symmetric,0.31,0.4503029238727382
100% Corpus,9,symmetric,0.61,0.5005652761276642
100% Corpus,9,symmetric,0.9099999999999999,0.47754385334172944
100% Corpus,9,symmetric,symmetric,0.43048300004545204
100% Corpus,9,asymmetric,0.01,0.48068845208512084
100% Corpus,9,asymmetric,0.31,0.49247507986723055
100% Corpus,9,asymmetric,0.61,0.47041913950799596
100% Corpus,9,asymmetric,0.9099999999999999,0.4654687019489539
100% Corpus,9,asymmetric,symmetric,0.4856165626781411
100% Corpus,10,0.01,0.01,0.4732512857021919
100% Corpus,10,0.01,0.31,0.48896816102830665
100% Corpus,10,0.01,0.61,0.4682065710231325
100% Corpus,10,0.01,0.9099999999999999,0.5093242205351326
100% Corpus,10,0.01,symmetric,0.4522435967524843
100% Corpus,10,0.31,0.01,0.4954158121918515
100% Corpus,10,0.31,0.31,0.4958321620455166
100% Corpus,10,0.31,0.61,0.49882856134158493
100% Corpus,10,0.31,0.9099999999999999,0.47162979230119195
100% Corpus,10,0.31,symmetric,0.47771413923595274
100% Corpus,10,0.61,0.01,0.4894362143604492
100% Corpus,10,0.61,0.31,0.4886270864256863
100% Corpus,10,0.61,0.61,0.5262591113693675
100% Corpus,10,0.61,0.9099999999999999,0.5269309691391051
100% Corpus,10,0.61,symmetric,0.493026338045218
100% Corpus,10,0.9099999999999999,0.01,0.5080629162657643
100% Corpus,10,0.9099999999999999,0.31,0.47399595979108505
100% Corpus,10,0.9099999999999999,0.61,0.5013353494450146
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.5252624927534537
100% Corpus,10,0.9099999999999999,symmetric,0.4938603730597886
100% Corpus,10,symmetric,0.01,0.4875726492671079
100% Corpus,10,symmetric,0.31,0.49743358901791546
100% Corpus,10,symmetric,0.61,0.4966322678257188
100% Corpus,10,symmetric,0.9099999999999999,0.5236570712897033
100% Corpus,10,symmetric,symmetric,0.47377289415210394
100% Corpus,10,asymmetric,0.01,0.49447912208748007
100% Corpus,10,asymmetric,0.31,0.5100312183136887
100% Corpus,10,asymmetric,0.61,0.4928236432286425
100% Corpus,10,asymmetric,0.9099999999999999,0.5025439039631182
100% Corpus,10,asymmetric,symmetric,0.5075584307675545
